"고객번호","이용금액14_1","이용금액14_2","이용금액14_3","이용금액14_4","이용금액15_1","이용금액15_2","이용금액15_3","이용금액15_4","고객구분"
"09298",1214214,1783009,1838603,2138063,2018680,2362033,1994486,1738616,"0"
"09299",5951797,4568970,5304577,2881580,3804118,6250243,4895888,5081253,"0"
"09300",5534201,5455719,7948576,2023286,1910766,2353251,1472280,1434948,"1"
"09301",1574248,1737353,1224747,1242253,917055,771027,694964,1318548,"1"
"09302",8267725,8659811,7309364,3897009,3389089,2579360,8609999,10993271,"1"
"09303",2049024,1947951,1653237,1574162,1251141,1075410,804598,1001868,"1"
"09304",3174993,5015579,1981300,6444575,25486943,18089735,13532076,26685476,"0"
"09305",669918,1152211,1671617,1627922,1925167,2360350,2303638,2272443,"0"
"09306",4564992,20724562,4066914,15123575,9937077,5590091,10463357,5399972,"0"
"09307",987215,796406,2061272,4122022,3275983,5062017,4149769,5191239,"0"
"09308",28887739,8245493,19576355,15871358,5643165,12194622,7910577,13344616,"1"
"09309",4394677,1126170,2288807,1677153,1640170,1131442,1213674,399369,"1"
"09310",2621365,1560822,1427089,1797382,1381621,1402061,1287649,2524791,"1"
"09311",1330305,1090611,1253069,925355,812571,1097970,1028835,912974,"1"
"09312",34180979,21433518,11545949,17695882,23906748,24625351,19070696,19061233,"1"
"09313",50330584,51615964,21325077,69988719,34827970,1630867,2018654,3640506,"1"
"09314",4315869,2383823,1112886,2152366,1302782,1359051,2273260,1314115,"1"
"09315",8046286,4637514,6135726,9970153,6151223,15506727,4239305,9613115,"0"
"09316",1445771,1643300,1522567,1185398,1449001,1411797,1343420,1327451,"1"
"09317",1585964,1503339,1575055,1221860,1098701,1304699,1751405,1354669,"1"
"09318",886919,8160831,1740137,2472342,914212,1351478,1263544,1372906,"0"
"09319",4069953,3898576,5463603,2129976,4766549,3014406,2964565,1904592,"1"
"09320",663355,645151,1689008,905049,1956718,1622877,1793779,839303,"0"
"09321",4884834,6745596,5340559,10713282,13697421,16076887,14860190,10271240,"0"
"09322",11281,717135,2115692,884975,1536782,2071945,893964,1436993,"0"
"09323",159723,834414,1928959,1107713,1155979,1178347,972829,745097,"0"
"09324",1904261,1621621,1797019,1087428,2195130,2556114,2388076,1933721,"0"
"09325",15994814,47931834,11887655,13442806,17433592,14580537,6640813,7341553,"1"
"09326",21484194,4980394,8692939,19281530,18529261,11002314,10422307,12062292,"1"
"09327",3621341,3284571,3570799,2468196,4836875,4229997,1653353,1909090,"0"
"09328",570468,745805,927911,798181,990411,951852,1025008,718705,"0"
"09329",7968195,2267894,2681761,4836312,5007186,11650315,11023303,7639490,"0"
"09330",4603160,5853951,2646104,5192868,3788768,2531278,1941669,2620220,"1"
"09331",1777753,1513301,1992347,1397429,1890184,1079874,1669648,1140621,"1"
"09332",1639294,1322915,1897240,1952427,1901939,1590487,1521662,1228272,"1"
"09333",3847505,5898930,3717805,3879207,5613672,5099758,17419151,3239282,"0"
"09334",10010279,11546045,15740177,19352694,10372845,11216741,4425052,8191950,"0"
"09335",927124,741522,4557192,512028,1575637,1489932,2298350,3828670,"0"
"09337",3559282,3693505,3386694,11719179,7631802,5764237,2727348,10094830,"0"
"09339",3092909,9263104,4362247,15761340,12737148,22869584,21989883,37074224,"0"
"09340",4035974,3369838,3882888,10686448,4417549,3684129,5701920,3947946,"1"
"09341",4072804,1207251,5970197,1302548,3018777,1485626,2991500,2587633,"1"
"09342",3722668,7911794,2774578,1952582,3331128,1965128,3245333,2643002,"1"
"09343",6014109,9386006,9650434,4609223,7676937,7063045,5864459,6789375,"0"
"09344",2694459,1464060,2616732,2171501,2033259,996506,1363783,1088750,"1"
"09345",7080647,2707809,4859546,3001137,4477842,3542438,7743134,8713007,"1"
"09346",1495781,2876411,5556230,1585362,4806349,3226892,2628076,1959918,"0"
"09347",4276533,3380584,6013883,5687930,7681419,5021897,8086677,3656296,"0"
"09348",9449971,21186617,20284762,21948787,34373262,12412581,10608989,14780817,"0"
"09349",3433820,2309183,2609538,2621456,3699678,2588322,1871104,1221457,"1"
"09350",1894856,1896370,1628510,1522521,1857729,2213328,1705659,1519363,"0"
"09351",1186387,3505709,5868403,4068898,1969060,2225265,1443799,901237,"0"
"09352",1349099,1414304,2038462,2858547,2184772,2157669,2143812,861750,"0"
"09353",3667912,4746676,6660089,6757787,8340766,10153502,9082493,7065186,"0"
"09354",1447302,1354883,1428408,5341004,1334786,2177779,1829309,1886858,"0"
"09355",4074832,3248047,5973774,5356762,4033403,22706737,3333058,6097472,"0"
"09356",1466327,1175744,1624990,831198,696584,2207982,719230,1595517,"0"
"09357",4423243,3633928,2843939,3259333,3897166,2678987,2669258,2969273,"1"
"09358",4775636,4757896,2888143,3704091,5903258,4552070,4976912,5622580,"1"
"09359",708924,1448548,1630838,963604,1346400,3268339,1770436,1576815,"0"
"09360",2477013,2191028,2814923,1265355,2737262,2322534,2721122,2828600,"1"
"09361",10325747,16299761,15074115,12518967,7593787,8137200,11015877,13790345,"1"
"09362",1973798,1897654,1987395,1003379,753660,1250132,969882,1194544,"1"
"09363",23762330,35978860,27777499,695208,4947412,27965443,39011392,5734827,"0"
"09364",2379591,1635837,2133790,2002309,3823640,3318537,4205894,3637831,"0"
"09365",566419,940204,904073,598975,561765,768868,1167697,1532133,"0"
"09366",1492792,1507320,1472312,1837154,1157926,2086740,1363623,958979,"0"
"09367",7291251,3867111,7404242,3727530,2935667,4751640,6479852,7015943,"1"
"09368",1615415,1866475,3534514,1750497,3365209,2945797,2817837,1780276,"0"
"09369",6527595,11064993,6199503,3555579,5977438,11440856,3094314,8090714,"0"
"09370",1760914,2335953,4433282,5012938,4052368,2168542,4393857,2902549,"0"
"09371",1087677,2339805,1430170,1457671,1706497,1410580,1848302,1718412,"0"
"09372",1202379,1461591,1284633,1275493,897714,929357,588259,513850,"1"
"09373",10131169,4726002,12305213,10182135,5274392,11666350,10849123,10008321,"0"
"09374",1084969,1252809,2331878,2447208,3034953,1275018,5670502,2694264,"0"
"09375",4691340,3014072,6352259,4225333,3156313,3068489,1738225,5425083,"1"
"09376",2530476,2335076,1710668,1537583,3192453,2094180,1915071,855325,"1"
"09377",764826,793161,699745,633873,1373418,612107,552662,318140,"1"
"09378",1957656,1386903,1547190,465374,1219270,2467433,3050424,6880999,"0"
"09379",3699489,3641823,3324954,2658462,4891073,5488929,5808385,4291590,"0"
"09380",839519,1958375,1489025,2325524,3430097,3493092,2364158,1012359,"0"
"09381",2061750,2406963,3482629,2820163,3466545,3340956,2974082,2039873,"0"
"09382",386634,1153170,734476,743512,773961,458277,822063,399774,"0"
"09383",1348971,1060286,1330885,977641,1724757,1721981,1364446,1018977,"0"
"09384",6032302,21388675,5890905,4959128,9504755,10800061,11557069,16102419,"0"
"09385",1593175,1464506,1750511,1024660,764329,1289566,1182087,1314192,"1"
"09386",1927281,871022,3058481,1210694,4103540,5221279,16451088,7160452,"0"
"09387",2286913,5998039,15752424,7230410,2837246,3559486,5834364,8213618,"0"
"09388",10068664,14075323,11472255,13388927,15028687,15900278,11286807,23464458,"0"
"09389",2868326,3524899,5535543,5112768,6474019,1708378,4941149,1493841,"1"
"09390",459383,980390,939023,1324709,833090,835291,484683,548165,"0"
"09391",785034,475080,1154801,1475640,759887,755122,593888,1688677,"1"
"09392",4030096,441070,1485793,1229007,1386044,2450512,1500911,1981150,"1"
"09393",587305,850339,1441544,1078454,1759769,2347423,1896951,1773532,"0"
"09394",149244,759947,653631,854994,3163570,1612704,3055189,5760049,"0"
"09395",1901418,2280648,2478471,939130,1025852,605136,941463,1004441,"1"
"09396",6375467,7849649,7007357,4642650,14685192,7611436,6449900,3606811,"0"
"09397",26463996,10200020,15872479,16419744,7506103,12312741,26795759,3695708,"1"
"09398",22485769,11686613,15488863,2428298,16744930,12247693,10239153,12002528,"1"
"09399",3109996,2784198,2276354,1053702,1784113,3122760,3070335,2291727,"0"
"09400",3241343,3948059,1474165,4526042,2739177,3091879,3168491,3779272,"1"
"09401",496330,748032,1228814,1031256,2111291,1158518,2313064,1763646,"0"
"09402",8439946,7610275,9254883,8386511,13447257,8996165,4028648,13852310,"0"
"09403",17006217,17685106,11674147,12880175,7262105,6747323,3801621,2851871,"1"
"09404",195701,333378,66022,1193332,3083616,4149405,2406994,2167947,"0"
"09405",830320,909455,2394662,1116121,1488657,1527415,1385420,1344407,"0"
"09406",84114476,78469368,40394244,1192816,131138194,17744736,110891818,3059840,"1"
"09407",3535501,2976884,2971455,3720560,2068693,3042656,2669115,3058422,"1"
"09408",1823815,2894487,3721929,2328215,6348905,1994491,1819877,3309855,"0"
"09409",1810783,2427031,2728814,2299749,4175430,3661170,3225679,3407964,"0"
"09410",1598750,1270902,1042482,593735,1730919,1185657,1574456,2292085,"1"
"09411",1928538,3050037,4916358,4924376,1402882,4018632,3963325,2200845,"0"
"09412",1747446,1344518,1150558,289313,1406616,1156750,1694087,1122388,"1"
"09413",2705194,5539549,3829806,4671226,6796747,4255956,7508261,4501789,"0"
"09414",1569729,1898080,1109862,1197383,2731130,2424526,2603784,1608011,"0"
"09415",1520261,1852270,2960255,1781009,3050450,3314432,1215220,5493294,"0"
"09416",1536540,1537213,1583640,2024866,1160972,1317130,2252630,1636233,"1"
"09417",2998213,461019,3406339,3390170,2281846,4615346,1121988,4141894,"0"
"09418",11114559,8216322,5455053,3881633,6647775,5920745,10151232,6051581,"1"
"09419",5814350,8100800,10385915,9451109,4858779,7658925,4900066,4694677,"0"
"09420",5564846,5496679,3207887,2884306,3243943,7817553,4846307,3057636,"0"
"09421",15574291,22931287,12652694,27574594,13595144,14480097,18116130,17431743,"1"
"09422",2415973,1440308,1889936,1985848,3041157,3455653,4459021,1828369,"0"
"09423",745878,1555433,1141230,1433167,4773750,1817081,2042800,4288706,"0"
"09424",2963984,3726082,6071259,20503269,4842450,2029271,10906311,1619125,"1"
"09425",10392513,14338644,3358283,11108039,13993286,10786314,8793363,10617196,"0"
"09426",1477334,2208722,1454652,1113140,1801685,1440504,2292884,1761576,"1"
"09427",3062322,2374374,3070828,2031285,2536881,2253877,1396072,1684412,"1"
"09428",1855599,3356921,4903431,6386610,5904905,3786749,3481139,36067925,"0"
"09429",52499,274688,748119,595004,808897,923117,899877,1534414,"0"
"09430",3323015,5298753,4049595,2678574,3152449,7487542,5727662,8871377,"0"
"09431",4131223,3119924,4220306,11312992,5625766,5837872,3523862,10658033,"0"
"09432",20004265,26587098,13857226,21948890,29328048,30619668,10701651,10932512,"0"
"09433",23814598,11334706,2275867,3048304,3511769,5036431,4973731,2783465,"1"
"09434",1196738,1332929,1582280,1349418,1643370,1549362,2344519,995542,"0"
"09435",5105167,9893861,6911402,3328013,8447031,26119190,26097142,8283946,"0"
"09436",5473366,5787237,4300747,2418026,3614517,1314664,2288116,1063067,"1"
"09437",3135308,7177731,3535017,2973763,1151375,3268531,3274797,1968679,"0"
"09438",2790701,2743812,2168696,4303558,6295833,4944048,11498606,15886843,"0"
"09439",4299976,4424066,4906734,4163877,3363858,5085945,6661475,6878323,"0"
"09440",36273367,29936955,35838536,37051328,27007190,23920596,22821363,16372004,"1"
"09441",1525353,4021607,1840091,2144897,2561909,1721259,2596942,3640095,"0"
"09442",6766441,3725242,7557073,5466921,5049923,3095710,11157195,14782122,"1"
"09443",4052662,7280068,3609134,12562310,15560299,4365999,10492277,22143113,"0"
"09444",2421774,5407348,4258188,5967826,3246580,11109029,16713012,6059855,"0"
"09445",1741722,1414905,1513075,1101290,1073644,824227,2070770,1723798,"1"
"09446",2191158,1872459,2422352,2294899,2396162,4827730,5092707,971750,"0"
"09447",2329592,3636467,3647501,3377197,3411574,1628239,1095660,1407012,"1"
"09448",3202221,4604840,2975333,2057163,3087139,2499619,3342180,2466012,"1"
"09449",4707631,2591935,7552474,5462235,5967364,2904203,3549821,2154924,"1"
"09450",1412378,1851922,1197033,684764,2058962,2303416,2297843,1788413,"0"
"09451",4360848,3468630,3625930,3011204,2972686,4526903,4589006,5483944,"0"
"09452",8986261,12660371,6821275,19210826,18997635,8497994,38287604,25163321,"1"
"09453",1076104,1037358,1080817,1278486,3789188,1595942,2146200,3017450,"0"
"09454",8370595,10730443,13002908,14667056,4882559,9539719,12011932,18500448,"0"
"09455",1218174,928890,1046928,1180749,1296268,61323,90712,103116,"1"
"09456",23996094,5333820,10632610,18237081,29229001,33755997,13737061,22161204,"0"
"09457",5841913,9421100,9712973,11045410,11270244,5954866,3541778,17703316,"0"
"09458",919368,3727431,3473925,1918639,2027689,2883052,2032786,1070907,"0"
"09459",2015986,1317727,1573428,1094822,1324731,1471692,2055826,1945595,"1"
"09460",15597719,6203250,13662445,9971678,10001868,4334824,20199082,5013014,"1"
"09461",1283050,3069315,1804967,2918812,764893,1434905,830139,399483,"0"
"09462",1706273,1290472,2170662,1128039,2035723,3257211,2726323,1309987,"0"
"09463",3995519,2612802,2130880,12079015,2565168,6024320,10296922,6556643,"0"
"09464",268771,771168,1137523,614006,1323634,1182689,705576,495913,"0"
"09465",3217087,4096353,3414275,3424115,3636915,3900892,4814098,5066138,"0"
"09466",4143969,2620126,3613920,3171202,3336776,3243818,2818327,2428582,"1"
"09467",10717301,5975264,1218971,11812710,5687375,7328513,11573951,12818975,"1"
"09468",1285630,1337701,1099358,772048,1220876,1117303,1113178,549160,"1"
"09469",842672,955015,974822,2304729,731544,1287436,1072420,819902,"0"
"09470",374582,798832,4646649,2582457,2967491,2485208,2125035,1507509,"0"
"09471",1361319,269285,2416710,4347148,3498837,3513250,5130789,3523454,"0"
"09472",1169171,532220,1185529,829889,687052,1142629,947824,1373854,"1"
"09473",2297729,3865097,5766053,3509522,4299257,20548942,2891064,956362,"0"
"09474",3726231,6361227,3120616,2974203,6831154,8149781,6156312,11764031,"0"
"09475",1566898,1505757,3513192,1245440,2772890,1931528,1668858,2468338,"0"
"09476",3980964,2820969,3765062,4695301,938975,1852845,1660748,3582634,"1"
"09477",3046957,3009139,3124296,2307910,3347079,3185139,3698048,2600443,"0"
"09478",3181229,2203223,2506431,3804470,2223462,2998510,3321824,3296700,"1"
"09479",8394898,13743314,7209167,6611471,6398712,14318205,10000196,26413095,"0"
"09480",6351822,2938247,3771100,4914287,4030092,3133342,4651047,6030553,"1"
"09481",15431683,8427431,16418429,11195518,8849860,7447184,9335004,6410157,"1"
"09482",1548420,1642743,1785322,1198612,1566587,1843510,1219813,1536836,"0"
"09483",907077,1210235,1668173,1753038,2386566,2261911,1573016,1388012,"0"
"09484",5432348,5560152,7795598,16320959,10310005,8455951,8360502,13176298,"0"
"09485",6700984,7259498,5114755,10764092,5958123,14284141,6490610,11530717,"0"
"09486",13218776,17207072,6304342,9672413,3986228,12769358,20061283,14340177,"1"
"09487",4907413,1448603,1463607,1303973,1882566,2145458,1867555,1383932,"1"
"09488",821082,1372222,1525430,943037,1383067,1977402,1844019,1193150,"0"
"09489",1149610,475059,753554,396679,673187,1267993,1373043,1208017,"0"
"09490",2179461,2382258,4705326,2209123,1573497,1563339,1596385,1476366,"1"
"09491",1683611,1644086,1051978,925962,1320001,1479250,1497062,1549309,"1"
"09492",1085218,964490,1540211,783707,1554655,1765818,689982,762501,"0"
"09493",1712308,4145161,7502673,2995191,2362197,6538413,1461794,1773541,"0"
"09494",2411170,1309733,2013347,613527,645119,412275,666348,1071074,"1"
"09495",4738743,3039798,2744305,4397150,2723326,3170149,2255789,6658791,"1"
"09496",1553644,1090811,1673716,1557305,1745256,1904458,1581636,1359805,"0"
"09497",1999161,1554954,2213159,1506875,2847012,1831356,5329330,2789132,"1"
"09498",2528693,3190575,6450637,3826428,3992598,4561545,5411385,7675717,"0"
"09499",2524680,2417551,1018137,1079231,1702126,1653878,1363453,951406,"1"
"09500",2595817,3753379,2353097,2964365,2971904,2980804,3044900,3010043,"0"
"09501",5146290,2468317,4360783,3528880,2577904,4435340,3405523,5773176,"1"
"09502",3970526,9356881,4419479,6080564,4916298,5215156,9243649,15760812,"0"
"09503",5958782,1605921,5967166,18540220,4767534,8265181,11190254,8187312,"0"
"09504",6290980,9071586,10009157,12402771,5269817,24622356,12893621,10539396,"0"
"09505",2826907,3821828,12011686,5139766,2201388,6548734,13865875,7269241,"0"
"09506",1995805,1071776,1487939,1113772,1174668,986808,670463,1096374,"1"
"09507",1626715,3329937,2671852,2596279,845687,1182451,8140721,3586912,"1"
"09508",1290670,1052363,1632841,1367989,1710439,1561910,2700300,2106991,"0"
"09509",4134556,3535828,8400182,4060270,8458038,11634657,4674459,6075129,"0"
"09510",2720242,2465149,73682,2190753,1817355,2977816,3942455,3124675,"0"
"09511",981818,674942,1398509,2196875,2815317,2057901,894025,199019,"0"
"09512",3653907,3674291,1673291,1624373,2789666,2778591,1203544,2156571,"1"
"09513",9390371,9827138,8224919,32701404,47386081,36376347,4894621,4865094,"0"
"09514",3620880,6117080,7257256,7564091,7976630,7887818,11334525,8453158,"0"
"09515",1990301,3235222,2437316,1858539,4377403,8240340,6495532,4980137,"0"
"09516",2044514,2414182,2010874,1719610,3132443,1051802,1297214,1606426,"1"
"09517",872307,1145983,709815,638258,1047065,996551,1631514,1004879,"0"
"09518",68863140,369150706,82570935,4131240,4857652,15610404,2498684,2034447,"1"
"09519",5962043,11534507,3882513,12094368,3930515,3077885,2739867,13017155,"1"
"09520",1184563,458682,1202213,435846,1253200,1042376,1149176,981981,"1"
"09521",4519961,4174171,4583470,5036553,2407593,1731722,3228570,1291108,"1"
"09522",1116491,861162,948558,576344,716585,744270,543948,1007039,"1"
"09523",1663196,1472375,1174228,872823,1331939,1583974,1419696,1438698,"1"
"09525",787689,636419,682617,506280,598210,815215,1078040,982754,"0"
"09526",3218675,6691517,11049888,5808268,2231212,3221631,2123848,1845869,"0"
"09527",12289774,18975277,16395481,16705026,19648811,22524955,15309314,22879131,"0"
"09528",401524,977130,1152299,1444335,429439,1101689,1129317,1030826,"0"
"09529",1419495,2917707,3014109,2842139,2399804,2232251,3642098,1846945,"0"
"09530",1322591,2747113,1029987,1526251,1306250,2440606,1507853,1405494,"0"
"09531",1033432,1413816,1237930,756101,1012689,825949,1229991,1382611,"1"
"09532",6660642,6406738,17088736,2380522,4424909,9087432,6069956,4162140,"0"
"09533",8773976,11710455,8739593,7800715,6147889,8736653,10727627,6925415,"1"
"09534",2790659,3521602,3814044,5956421,2535696,3590914,2120135,3740038,"0"
"09535",1717237,742758,788991,147785,366454,904188,1424601,1368297,"1"
"09536",8634441,5195061,2795674,7496448,6951670,5528773,6174412,21386959,"1"
"09537",3828716,2133692,9433851,3007961,4039960,1807538,2808635,1901233,"1"
"09538",7563577,8511316,3032371,7610870,4154236,2901673,1326692,1502066,"1"
"09539",5160642,9886625,7085055,5791232,5184096,4775246,4864444,29371698,"1"
"09540",7259581,2117392,13299071,8449911,10144672,12539612,11755835,29872807,"0"
"09541",1812207,2154898,1816399,3009692,1467570,3785604,3450694,1119876,"0"
"09542",14313496,10068950,12612089,11369852,9807772,3967672,4823794,8325464,"1"
"09543",4107024,2164167,2943623,10295023,7069979,4141165,2135551,6264067,"0"
"09544",1770389,1670056,1830007,1302400,1822922,1941996,1852948,1256726,"0"
"09545",2070234,1557503,2042021,1548327,879730,1561641,2887990,1317475,"1"
"09546",7342039,8425273,7665663,4906742,33813696,6862866,12287857,5457444,"1"
"09547",4460450,5184322,659052,992073,2154306,1130684,1043084,1730742,"1"
"09548",629781,446897,1070997,484529,1244045,674060,833057,801810,"0"
"09549",4514099,7120831,9375401,16128364,13907511,6683946,8848667,7303547,"0"
"09551",2453486,1876099,2124625,1506478,2559257,2237135,1888348,1475836,"1"
"09553",1773624,1398008,1986039,1149321,1100702,1278127,1570491,920082,"1"
"09554",2515238,4576778,2767471,9505478,2550345,6048580,1958475,5982816,"0"
"09555",1646362,2865103,5385293,79742,2141364,3052577,4103449,3525661,"0"
"09556",398527,1021748,1605349,1948827,3116885,3341073,3256913,3966068,"0"
"09558",761017,1516965,1192171,912073,1475541,1185569,1193506,1233207,"0"
"09559",1013760,3174306,5869010,4218481,4345666,3634946,1950506,1828232,"0"
"09560",2813938,3872312,3795505,2941303,2616592,3708634,3568291,3102919,"0"
"09561",10349570,11896048,4132777,7971405,12815830,9274076,42762469,2384618,"1"
"09562",1475012,4190818,4867564,3961191,4125985,3898018,27862857,3777558,"0"
"09563",648167,603202,908655,1461684,2465318,2776925,2442753,2277329,"0"
"09564",226563,4600977,5833348,6204836,4355246,8332442,9365209,6160079,"0"
"09565",1303064,1028546,1973454,1190321,1297785,1332610,1143877,1880172,"0"
"09567",3825759,7097678,3091792,3668849,1808499,1036707,3186779,2119662,"1"
"09568",5302404,3097619,2736508,2637435,1046635,2744942,4283877,5014037,"1"
"09569",994026,739008,1255299,1879707,6007158,1040196,774358,784623,"0"
"09570",1360137,1412702,2808706,3281152,3545627,2672053,2210877,4808565,"0"
"09571",1185921,1023294,916583,684618,1002140,983856,954394,510538,"1"
"09572",32560174,1341309,928937,3370086,2359583,2517566,2547126,3142929,"1"
"09573",1136191,664007,2148526,1249059,1475305,1260904,1060725,666679,"0"
"09574",2208539,30544428,130873770,25309049,9095114,171268397,73855861,5483461,"0"
"09575",6479890,2654022,4700318,4751612,3368139,2554148,2923542,2224616,"1"
"09576",4785012,16227965,10294821,17418119,7375996,6082754,7575178,6415094,"0"
"09577",48974,157829,424161,371357,114892,311133,499276,224963,"0"
"09578",2352856,3520212,1707997,1769325,1399425,2283466,3309817,5053730,"1"
"09579",2459517,2339634,3633966,3648945,6931934,4591628,5884168,917736,"0"
"09580",2644090,8273398,3541326,8801689,2510553,1764407,1217093,1894645,"1"
"09581",1795897,3596967,4276676,2771886,3883476,2203150,2806757,5311128,"0"
"09582",1790745,1550904,2811839,1075226,1439704,1687105,1804909,1055703,"1"
"09583",1787884,4883728,3648868,8695377,5454239,1865007,1851239,8226521,"0"
"09584",9249188,1747582,4385603,2380353,1778117,2545090,1632351,2087702,"1"
"09585",5460471,2540017,5295098,7279570,4955218,7914117,7809667,3043887,"0"
"09586",3609401,2786906,4181182,2885942,4984574,4352804,6835401,4455378,"0"
"09587",955808,896306,901529,495804,1273532,566318,801393,661019,"1"
"09588",5871343,4815163,3495600,8994890,2977004,3229803,1216545,8216043,"1"
"09589",8513274,3732061,6008477,5028049,4914749,193832,190484,109324,"1"
"09590",3108871,4554448,7328444,7300929,4727320,7150037,9732485,5293417,"0"
"09591",644344,543363,590790,470704,519283,461409,519275,227265,"1"
"09592",11109988,16207950,19616925,20111510,20121321,17582737,29081097,26866628,"0"
"09593",2564508,1603989,3156582,3063294,843071,1261272,942964,689202,"1"
"09594",896446,650605,927197,674018,1535690,2235109,1773394,1340964,"0"
"09595",2057150,1279025,2576452,2585195,1824384,1894044,2028455,2167107,"1"
"09596",1449914,2096039,1846519,1254570,1761151,1968599,1298807,944548,"0"
"09597",1738468,2345842,4417785,1427074,850081,1179886,2102711,1799727,"1"
"09598",2943312,6781250,4429702,2139199,3960699,1442992,2105641,2240832,"1"
"09599",1899795,2113173,2540266,1703453,2923741,3616215,3904854,2455204,"0"
"09600",4274474,4645620,5388767,3103532,1888727,8652967,8266313,5757546,"0"
"09601",2355650,1539125,910205,1270877,2248817,2083103,2174603,1537607,"1"
"09602",1018330,1110902,8662782,4117963,4861325,2099341,3462679,2912300,"0"
"09603",42528179,34169921,14956940,13443577,13230998,25558052,27832595,21519088,"1"
"09604",916224,1612052,1546587,3126905,1899769,5922365,3014051,3348738,"0"
"09605",1721952,2264429,4575436,1802482,1771201,1140717,1691084,942975,"1"
"09606",8773100,9230753,14205137,9000436,12753817,25182408,19132496,8573320,"0"
"09607",754506,3685031,3594022,2135213,2733580,3631213,3137901,3100794,"0"
"09608",2736132,2510691,2122470,2879915,2443138,2480625,2990031,1159406,"1"
"09609",5827657,10784647,4665830,13129232,6372333,4312778,7748403,8035706,"1"
"09611",4644682,6783549,3203632,17817633,4556646,5828101,4171316,3532162,"0"
"09612",97896,2905392,1432909,1142532,531324,233860,344124,91431,"0"
"09613",1361459,1592666,1125356,1550693,1647129,3448559,1923933,1309672,"0"
"09614",3584980,3166590,13954342,1561260,2090059,13070955,4789349,2930577,"0"
"09615",21726553,3668337,14009816,6157320,6577886,6231024,3392073,4266308,"1"
"09616",1104269,2208447,1215739,1498276,1542317,1860207,1755320,1286298,"0"
"09617",6601938,7842271,3856184,4849090,7444641,5505392,3226814,6688868,"1"
"09618",1710355,2017015,2095220,1792032,3056161,2303269,2605026,2428380,"0"
"09619",977428,899450,1917901,1674053,821139,863459,3424554,1392866,"1"
"09620",20957760,14180867,14508993,15913295,11926667,6384996,6568658,29625480,"1"
"09621",804766,713533,898938,565342,1199123,1178714,1605510,1303596,"0"
"09622",15331921,11227127,18921126,16945813,25104219,9081687,18567629,14527167,"1"
"09623",3020630,2297326,2501891,1273338,2325955,1400631,2266652,1654242,"1"
"09624",3221519,2569079,1542380,2473748,4891115,4698020,1865835,2385092,"0"
"09625",1847578,2107883,2004795,1199829,2678590,1658201,2648851,1280876,"1"
"09626",9581213,16884435,18289916,10792492,21328296,14024999,13674673,13294458,"0"
"09627",4723070,4407043,2332307,2429609,3743046,5307938,10149460,1397875,"0"
"09628",15105115,16085981,5266231,9151911,5220936,8797271,4134341,8766492,"1"
"09629",972320,1365008,1679394,2213507,1439906,2371066,1428463,2162743,"0"
"09630",1098803,8352496,10724929,11230964,3671157,1299926,4780399,11967192,"0"
"09631",913833,2324181,2279286,1998562,1755860,1831679,2173726,1054154,"0"
"09632",2416063,2683174,2396456,1741568,2285006,2120970,1635243,959069,"1"
"09633",1803776,11466401,1947070,2123109,1021624,5547670,8248821,3302410,"0"
"09634",5611731,5945191,3372887,4403392,7342529,4410905,3908476,2166688,"1"
"09635",4643705,9003937,4350577,2512107,4344436,2559366,3424063,3593207,"1"
"09636",9289225,2548754,2887785,5833135,6597147,5924705,2881653,3383634,"1"
"09637",3875312,2949826,6216287,7888147,7040999,4645711,8562466,6507753,"0"
"09638",1832558,1617620,8862425,6916108,7060377,11756046,2025611,2247399,"0"
"09639",6894344,8536658,7086587,19007961,5283199,9870610,4589104,776294,"0"
"09641",9135564,4753083,4106283,5277826,6450957,10650835,9231157,7374926,"0"
"09642",743690,522918,1532143,471481,2952842,3197852,2672414,2281729,"0"
"09643",18383119,15164711,24321299,13409987,4333673,8304080,9588083,5677771,"1"
"09644",1581392,3309028,1985014,3306377,3707102,3609178,4846252,1204685,"0"
"09645",4675973,2147121,1940216,1328245,1229364,2508542,2875849,2178821,"1"
"09647",3252153,10565338,1927997,1050149,1804388,2120581,1731619,1100423,"1"
"09648",10024662,6651749,5855282,8837050,5561642,6961525,5558745,8171032,"1"
"09649",10030708,5652088,7242598,5182634,4284936,3648118,2728429,4696581,"1"
"09650",6486905,6635061,4613374,7784440,5559857,5029583,10442914,4103833,"1"
"09651",4825620,3269663,3911777,3838865,4910502,2364463,695544,822001,"1"
"09652",1006395,1215702,1129241,763040,828166,795718,628551,539929,"1"
"09653",2414345,2728445,1197454,1510278,1757266,2787418,3212272,3588496,"0"
"09654",6515186,5206764,4643199,7773939,2039065,3069136,6606433,4722221,"1"
"09655",319963,377086,727758,746565,1415454,767621,950132,882287,"0"
"09656",13065374,15417938,15093337,17653657,22830405,21827802,8213192,15619132,"0"
"09657",7491474,9086322,2121610,5673049,1896384,5718455,8118119,18599180,"1"
"09658",3922766,2135879,8472344,6641694,2639729,4543107,2092034,6435502,"0"
"09659",592091,1265342,1759689,1486316,1486698,1741009,2282349,1762444,"0"
"09660",2701070,2923218,2932051,3148231,3312777,4304062,1804489,343588,"0"
"09661",40979722,17157518,27486099,43074974,20524144,18376165,17613933,14708610,"1"
"09662",1363163,1054725,754100,1155047,1650192,1347726,1034923,862862,"1"
"09663",1127591,940381,1890225,2019043,2573693,1480481,2149871,997536,"0"
